Place,Gender,Time,Distance,Level,Year
1,1,1436,8,4,2012
2,1,1446,8,4,2012
3,1,1448,8,4,2012
4,1,1455,8,4,2012
5,1,1476,8,4,2012
6,1,1476,8,4,2012
7,1,1477,8,4,2012
8,1,1484,8,4,2012
9,1,1484,8,4,2012
10,1,1485,8,4,2012
11,1,1486,8,4,2012
12,1,1491,8,4,2012
13,1,1492,8,4,2012
14,1,1496,8,4,2012
15,1,1502,8,4,2012
16,1,1502,8,4,2012
17,1,1505,8,4,2012
18,1,1506,8,4,2012
19,1,1506,8,4,2012
20,1,1509,8,4,2012
21,1,1509,8,4,2012
22,1,1510,8,4,2012
23,1,1510,8,4,2012
24,1,1511,8,4,2012
25,1,1511,8,4,2012
26,1,1511,8,4,2012
27,1,1513,8,4,2012
28,1,1514,8,4,2012
29,1,1519,8,4,2012
30,1,1521,8,4,2012
31,1,1524,8,4,2012
32,1,1525,8,4,2012
33,1,1526,8,4,2012
34,1,1526,8,4,2012
35,1,1526,8,4,2012
36,1,1527,8,4,2012
37,1,1527,8,4,2012
38,1,1529,8,4,2012
39,1,1530,8,4,2012
40,1,1530,8,4,2012
41,1,1531,8,4,2012
42,1,1532,8,4,2012
43,1,1532,8,4,2012
44,1,1533,8,4,2012
45,1,1534,8,4,2012
46,1,1534,8,4,2012
47,1,1535,8,4,2012
48,1,1536,8,4,2012
49,1,1536,8,4,2012
50,1,1537,8,4,2012
51,1,1538,8,4,2012
52,1,1540,8,4,2012
53,1,1541,8,4,2012
54,1,1541,8,4,2012
55,1,1543,8,4,2012
56,1,1543,8,4,2012
57,1,1543,8,4,2012
58,1,1543,8,4,2012
59,1,1543,8,4,2012
60,1,1545,8,4,2012
61,1,1546,8,4,2012
62,1,1546,8,4,2012
63,1,1547,8,4,2012
64,1,1548,8,4,2012
65,1,1549,8,4,2012
66,1,1549,8,4,2012
67,1,1549,8,4,2012
68,1,1550,8,4,2012
69,1,1551,8,4,2012
70,1,1551,8,4,2012
71,1,1552,8,4,2012
72,1,1552,8,4,2012
73,1,1553,8,4,2012
74,1,1554,8,4,2012
75,1,1555,8,4,2012
76,1,1556,8,4,2012
77,1,1556,8,4,2012
78,1,1556,8,4,2012
79,1,1557,8,4,2012
80,1,1557,8,4,2012
81,1,1557,8,4,2012
82,1,1558,8,4,2012
83,1,1558,8,4,2012
84,1,1558,8,4,2012
85,1,1559,8,4,2012
86,1,1560,8,4,2012
87,1,1560,8,4,2012
88,1,1561,8,4,2012
89,1,1563,8,4,2012
90,1,1563,8,4,2012
91,1,1564,8,4,2012
92,1,1564,8,4,2012
93,1,1564,8,4,2012
94,1,1564,8,4,2012
95,1,1565,8,4,2012
96,1,1565,8,4,2012
97,1,1566,8,4,2012
98,1,1567,8,4,2012
99,1,1568,8,4,2012
100,1,1570,8,4,2012
101,1,1570,8,4,2012
102,1,1571,8,4,2012
103,1,1571,8,4,2012
104,1,1571,8,4,2012
105,1,1571,8,4,2012
106,1,1572,8,4,2012
107,1,1572,8,4,2012
108,1,1572,8,4,2012
109,1,1573,8,4,2012
110,1,1574,8,4,2012
111,1,1575,8,4,2012
112,1,1575,8,4,2012
113,1,1576,8,4,2012
114,1,1576,8,4,2012
115,1,1576,8,4,2012
116,1,1577,8,4,2012
117,1,1577,8,4,2012
118,1,1578,8,4,2012
119,1,1581,8,4,2012
120,1,1582,8,4,2012
121,1,1582,8,4,2012
122,1,1583,8,4,2012
123,1,1583,8,4,2012
124,1,1585,8,4,2012
125,1,1585,8,4,2012
126,1,1586,8,4,2012
127,1,1586,8,4,2012
128,1,1587,8,4,2012
129,1,1587,8,4,2012
130,1,1588,8,4,2012
131,1,1588,8,4,2012
132,1,1589,8,4,2012
133,1,1590,8,4,2012
134,1,1590,8,4,2012
135,1,1590,8,4,2012
136,1,1591,8,4,2012
137,1,1591,8,4,2012
138,1,1591,8,4,2012
139,1,1592,8,4,2012
140,1,1592,8,4,2012
141,1,1593,8,4,2012
142,1,1593,8,4,2012
143,1,1594,8,4,2012
144,1,1595,8,4,2012
145,1,1596,8,4,2012
146,1,1596,8,4,2012
