Place,Gender,Time,Distance,Level,Year
1,1,1479.5,8,4,2019
2,1,1483.0,8,4,2019
3,1,1493.4,8,4,2019
4,1,1495.9,8,4,2019
5,1,1500.7,8,4,2019
6,1,1504.0,8,4,2019
7,1,1505.9,8,4,2019
8,1,1507.2,8,4,2019
9,1,1509.3,8,4,2019
10,1,1510.1,8,4,2019
11,1,1510.2,8,4,2019
12,1,1511.7,8,4,2019
13,1,1513.2,8,4,2019
14,1,1513.8,8,4,2019
15,1,1514.3,8,4,2019
16,1,1515.4,8,4,2019
17,1,1517.1,8,4,2019
18,1,1517.5,8,4,2019
19,1,1517.6,8,4,2019
20,1,1517.8,8,4,2019
21,1,1518.2,8,4,2019
22,1,1520.3,8,4,2019
23,1,1520.4,8,4,2019
24,1,1521.3,8,4,2019
25,1,1523.5,8,4,2019
26,1,1526.8,8,4,2019
27,1,1527.1,8,4,2019
28,1,1527.4,8,4,2019
29,1,1527.7,8,4,2019
30,1,1528.2,8,4,2019
31,1,1529.6,8,4,2019
32,1,1534.7,8,4,2019
33,1,1536.2,8,4,2019
34,1,1537.5,8,4,2019
35,1,1538.7,8,4,2019
36,1,1539.9,8,4,2019
37,1,1540.1,8,4,2019
38,1,1540.1,8,4,2019
39,1,1542.0,8,4,2019
40,1,1542.6,8,4,2019
41,1,1542.9,8,4,2019
42,1,1543.4,8,4,2019
43,1,1546.0,8,4,2019
44,1,1546.7,8,4,2019
45,1,1547.8,8,4,2019
46,1,1550.0,8,4,2019
47,1,1551.1,8,4,2019
48,1,1552.8,8,4,2019
49,1,1553.2,8,4,2019
50,1,1554.3,8,4,2019
51,1,1555.2,8,4,2019
52,1,1556.5,8,4,2019
53,1,1556.7,8,4,2019
54,1,1556.9,8,4,2019
55,1,1557.7,8,4,2019
56,1,1558.3,8,4,2019
57,1,1560.5,8,4,2019
58,1,1561.1,8,4,2019
59,1,1561.8,8,4,2019
60,1,1562.5,8,4,2019
61,1,1562.9,8,4,2019
62,1,1563.2,8,4,2019
63,1,1564.0,8,4,2019
64,1,1564.3,8,4,2019
65,1,1564.6,8,4,2019
66,1,1565.1,8,4,2019
67,1,1565.1,8,4,2019
68,1,1566.7,8,4,2019
69,1,1568.4,8,4,2019
70,1,1568.7,8,4,2019
71,1,1569.1,8,4,2019
72,1,1569.9,8,4,2019
73,1,1570.2,8,4,2019
74,1,1571.2,8,4,2019
75,1,1571.7,8,4,2019
76,1,1572.8,8,4,2019
77,1,1573.5,8,4,2019
78,1,1574.3,8,4,2019
79,1,1575.5,8,4,2019
80,1,1575.5,8,4,2019
81,1,1576.6,8,4,2019
82,1,1577.4,8,4,2019
83,1,1577.6,8,4,2019
84,1,1577.9,8,4,2019
85,1,1579.4,8,4,2019
86,1,1579.5,8,4,2019
87,1,1579.6,8,4,2019
88,1,1580.1,8,4,2019
89,1,1580.3,8,4,2019
90,1,1580.5,8,4,2019
91,1,1580.9,8,4,2019
92,1,1581.1,8,4,2019
93,1,1581.4,8,4,2019
94,1,1581.7,8,4,2019
95,1,1582.2,8,4,2019
96,1,1582.3,8,4,2019
97,1,1582.3,8,4,2019
98,1,1582.5,8,4,2019
99,1,1582.7,8,4,2019
100,1,1583.6,8,4,2019
101,1,1585.1,8,4,2019
102,1,1585.1,8,4,2019
103,1,1586.1,8,4,2019
104,1,1586.2,8,4,2019
105,1,1586.9,8,4,2019
106,1,1587.4,8,4,2019
107,1,1587.6,8,4,2019
108,1,1587.6,8,4,2019
109,1,1588.1,8,4,2019
110,1,1588.2,8,4,2019
111,1,1589.4,8,4,2019
112,1,1590.1,8,4,2019
113,1,1590.3,8,4,2019
114,1,1591.0,8,4,2019
115,1,1591.2,8,4,2019
116,1,1592.1,8,4,2019
117,1,1592.7,8,4,2019
118,1,1593.1,8,4,2019
119,1,1593.5,8,4,2019
120,1,1593.6,8,4,2019
121,1,1595.1,8,4,2019
122,1,1595.7,8,4,2019
123,1,1595.8,8,4,2019
124,1,1595.9,8,4,2019
125,1,1595.9,8,4,2019
126,1,1596.2,8,4,2019
127,1,1596.7,8,4,2019
128,1,1597.7,8,4,2019
129,1,1598.2,8,4,2019
130,1,1599.2,8,4,2019
131,1,1599.3,8,4,2019
132,1,1600.0,8,4,2019
133,1,1600.4,8,4,2019
134,1,1600.7,8,4,2019
135,1,1601.3,8,4,2019
136,1,1601.4,8,4,2019
137,1,1601.6,8,4,2019
138,1,1601.7,8,4,2019
139,1,1602.0,8,4,2019
140,1,1602.0,8,4,2019
141,1,1602.2,8,4,2019
142,1,1602.9,8,4,2019
143,1,1603.9,8,4,2019
144,1,1604.7,8,4,2019
145,1,1605.0,8,4,2019
146,1,1605.9,8,4,2019
147,1,1606.3,8,4,2019
148,1,1606.5,8,4,2019
149,1,1606.6,8,4,2019
150,1,1606.7,8,4,2019
151,1,1606.9,8,4,2019
152,1,1606.9,8,4,2019
153,1,1607.3,8,4,2019
154,1,1607.9,8,4,2019
155,1,1607.9,8,4,2019
156,1,1608.0,8,4,2019
157,1,1609.4,8,4,2019
158,1,1610.1,8,4,2019
159,1,1611.7,8,4,2019
160,1,1612.0,8,4,2019
161,1,1612.2,8,4,2019
162,1,1612.3,8,4,2019
163,1,1612.6,8,4,2019
164,1,1612.7,8,4,2019
165,1,1613.0,8,4,2019
166,1,1613.4,8,4,2019
167,1,1613.4,8,4,2019
