Place,Gender,Time,Distance,Level,Year
1,1,1503,8,4,2002
2,1,1503,8,4,2002
3,1,1517,8,4,2002
4,1,1522,8,4,2002
5,1,1525,8,4,2002
6,1,1530,8,4,2002
7,1,1531,8,4,2002
8,1,1536,8,4,2002
9,1,1537,8,4,2002
10,1,1540,8,4,2002
11,1,1545,8,4,2002
12,1,1545,8,4,2002
13,1,1546,8,4,2002
14,1,1548,8,4,2002
15,1,1549,8,4,2002
16,1,1554,8,4,2002
17,1,1560,8,4,2002
18,1,1561,8,4,2002
19,1,1561,8,4,2002
20,1,1565,8,4,2002
21,1,1566,8,4,2002
22,1,1567,8,4,2002
23,1,1571,8,4,2002
24,1,1571,8,4,2002
25,1,1572,8,4,2002
26,1,1572,8,4,2002
27,1,1573,8,4,2002
28,1,1573,8,4,2002
29,1,1575,8,4,2002
30,1,1576,8,4,2002
31,1,1576,8,4,2002
32,1,1582,8,4,2002
33,1,1583,8,4,2002
34,1,1585,8,4,2002
35,1,1585,8,4,2002
36,1,1590,8,4,2002
37,1,1590,8,4,2002
38,1,1591,8,4,2002
39,1,1591,8,4,2002
40,1,1592,8,4,2002
41,1,1592,8,4,2002
42,1,1592,8,4,2002
43,1,1593,8,4,2002
44,1,1593,8,4,2002
45,1,1595,8,4,2002
46,1,1595,8,4,2002
47,1,1597,8,4,2002
48,1,1601,8,4,2002
49,1,1601,8,4,2002
50,1,1603,8,4,2002
51,1,1604,8,4,2002
52,1,1605,8,4,2002
53,1,1606,8,4,2002
54,1,1606,8,4,2002
55,1,1606,8,4,2002
56,1,1607,8,4,2002
57,1,1607,8,4,2002
58,1,1607,8,4,2002
59,1,1608,8,4,2002
60,1,1610,8,4,2002
61,1,1610,8,4,2002
62,1,1611,8,4,2002
63,1,1613,8,4,2002
64,1,1613,8,4,2002
65,1,1614,8,4,2002
66,1,1614,8,4,2002
67,1,1614,8,4,2002
68,1,1615,8,4,2002
69,1,1616,8,4,2002
70,1,1617,8,4,2002
71,1,1617,8,4,2002
72,1,1618,8,4,2002
73,1,1619,8,4,2002
74,1,1620,8,4,2002
75,1,1621,8,4,2002
76,1,1621,8,4,2002
77,1,1622,8,4,2002
78,1,1623,8,4,2002
79,1,1623,8,4,2002
80,1,1623,8,4,2002
81,1,1624,8,4,2002
82,1,1624,8,4,2002
83,1,1624,8,4,2002
84,1,1625,8,4,2002
85,1,1625,8,4,2002
86,1,1625,8,4,2002
87,1,1627,8,4,2002
88,1,1628,8,4,2002
89,1,1629,8,4,2002
90,1,1629,8,4,2002
91,1,1630,8,4,2002
92,1,1630,8,4,2002
93,1,1630,8,4,2002
94,1,1631,8,4,2002
95,1,1631,8,4,2002
96,1,1632,8,4,2002
97,1,1633,8,4,2002
98,1,1633,8,4,2002
99,1,1634,8,4,2002
100,1,1634,8,4,2002
101,1,1634,8,4,2002
102,1,1635,8,4,2002
103,1,1635,8,4,2002
104,1,1636,8,4,2002
105,1,1637,8,4,2002
106,1,1637,8,4,2002
107,1,1639,8,4,2002
108,1,1640,8,4,2002
109,1,1640,8,4,2002
110,1,1642,8,4,2002
111,1,1642,8,4,2002
112,1,1643,8,4,2002
113,1,1644,8,4,2002
114,1,1644,8,4,2002
115,1,1644,8,4,2002
116,1,1645,8,4,2002
117,1,1645,8,4,2002
118,1,1647,8,4,2002
119,1,1647,8,4,2002
120,1,1648,8,4,2002
121,1,1649,8,4,2002
122,1,1650,8,4,2002
123,1,1650,8,4,2002
124,1,1651,8,4,2002
125,1,1652,8,4,2002
126,1,1653,8,4,2002
127,1,1655,8,4,2002
128,1,1655,8,4,2002
129,1,1657,8,4,2002
130,1,1659,8,4,2002
131,1,1659,8,4,2002
132,1,1660,8,4,2002
133,1,1661,8,4,2002
134,1,1662,8,4,2002
135,1,1662,8,4,2002
136,1,1663,8,4,2002
137,1,1664,8,4,2002
138,1,1665,8,4,2002
139,1,1665,8,4,2002
140,1,1666,8,4,2002
141,1,1666,8,4,2002
142,1,1666,8,4,2002
143,1,1667,8,4,2002
144,1,1667,8,4,2002
145,1,1667,8,4,2002
146,1,1668,8,4,2002
147,1,1668,8,4,2002
148,1,1670,8,4,2002
149,1,1671,8,4,2002
150,1,1675,8,4,2002
151,1,1676,8,4,2002
152,1,1677,8,4,2002
153,1,1677,8,4,2002
154,1,1679,8,4,2002
155,1,1680,8,4,2002
156,1,1680,8,4,2002
