Place,Gender,Time,Distance,Level,Year
1,2,1003,5,4,2002
2,2,1089,5,4,2002
3,2,1114,5,4,2002
4,2,1117,5,4,2002
5,2,1120,5,4,2002
6,2,1120,5,4,2002
7,2,1121,5,4,2002
8,2,1121,5,4,2002
9,2,1129,5,4,2002
10,2,1131,5,4,2002
11,2,1132,5,4,2002
12,2,1133,5,4,2002
13,2,1134,5,4,2002
14,2,1141,5,4,2002
15,2,1142,5,4,2002
16,2,1143,5,4,2002
17,2,1144,5,4,2002
18,2,1144,5,4,2002
19,2,1146,5,4,2002
20,2,1147,5,4,2002
21,2,1147,5,4,2002
22,2,1148,5,4,2002
23,2,1148,5,4,2002
24,2,1149,5,4,2002
25,2,1149,5,4,2002
26,2,1150,5,4,2002
27,2,1150,5,4,2002
28,2,1151,5,4,2002
29,2,1152,5,4,2002
30,2,1155,5,4,2002
31,2,1155,5,4,2002
32,2,1156,5,4,2002
33,2,1157,5,4,2002
34,2,1158,5,4,2002
35,2,1159,5,4,2002
36,2,1159,5,4,2002
37,2,1159,5,4,2002
38,2,1162,5,4,2002
39,2,1163,5,4,2002
40,2,1164,5,4,2002
41,2,1165,5,4,2002
42,2,1166,5,4,2002
43,2,1168,5,4,2002
44,2,1168,5,4,2002
45,2,1169,5,4,2002
46,2,1170,5,4,2002
47,2,1172,5,4,2002
48,2,1173,5,4,2002
49,2,1173,5,4,2002
50,2,1174,5,4,2002
51,2,1174,5,4,2002
52,2,1174,5,4,2002
53,2,1175,5,4,2002
54,2,1175,5,4,2002
55,2,1176,5,4,2002
56,2,1176,5,4,2002
57,2,1177,5,4,2002
58,2,1177,5,4,2002
59,2,1177,5,4,2002
60,2,1179,5,4,2002
61,2,1180,5,4,2002
62,2,1180,5,4,2002
63,2,1181,5,4,2002
64,2,1181,5,4,2002
65,2,1181,5,4,2002
66,2,1184,5,4,2002
67,2,1184,5,4,2002
68,2,1186,5,4,2002
69,2,1187,5,4,2002
70,2,1187,5,4,2002
71,2,1187,5,4,2002
72,2,1188,5,4,2002
73,2,1188,5,4,2002
74,2,1189,5,4,2002
75,2,1190,5,4,2002
76,2,1193,5,4,2002
77,2,1194,5,4,2002
78,2,1195,5,4,2002
79,2,1196,5,4,2002
80,2,1196,5,4,2002
81,2,1196,5,4,2002
82,2,1197,5,4,2002
83,2,1197,5,4,2002
84,2,1198,5,4,2002
85,2,1198,5,4,2002
86,2,1199,5,4,2002
87,2,1199,5,4,2002
88,2,1201,5,4,2002
89,2,1202,5,4,2002
90,2,1203,5,4,2002
91,2,1203,5,4,2002
92,2,1204,5,4,2002
93,2,1204,5,4,2002
94,2,1204,5,4,2002
95,2,1205,5,4,2002
96,2,1206,5,4,2002
97,2,1207,5,4,2002
98,2,1207,5,4,2002
99,2,1208,5,4,2002
100,2,1208,5,4,2002
101,2,1209,5,4,2002
102,2,1210,5,4,2002
103,2,1211,5,4,2002
104,2,1212,5,4,2002
105,2,1213,5,4,2002
106,2,1214,5,4,2002
107,2,1215,5,4,2002
108,2,1215,5,4,2002
109,2,1216,5,4,2002
110,2,1217,5,4,2002
111,2,1218,5,4,2002
112,2,1219,5,4,2002
113,2,1219,5,4,2002
114,2,1219,5,4,2002
115,2,1219,5,4,2002
116,2,1220,5,4,2002
117,2,1221,5,4,2002
118,2,1222,5,4,2002
119,2,1222,5,4,2002
120,2,1223,5,4,2002
121,2,1223,5,4,2002
122,2,1224,5,4,2002
123,2,1225,5,4,2002
124,2,1227,5,4,2002
125,2,1227,5,4,2002
126,2,1227,5,4,2002
127,2,1228,5,4,2002
128,2,1228,5,4,2002
129,2,1228,5,4,2002
130,2,1228,5,4,2002
131,2,1229,5,4,2002
132,2,1230,5,4,2002
133,2,1230,5,4,2002
134,2,1231,5,4,2002
135,2,1231,5,4,2002
136,2,1231,5,4,2002
137,2,1232,5,4,2002
138,2,1232,5,4,2002
139,2,1233,5,4,2002
140,2,1233,5,4,2002
141,2,1233,5,4,2002
142,2,1234,5,4,2002
143,2,1234,5,4,2002
144,2,1235,5,4,2002
145,2,1235,5,4,2002
146,2,1235,5,4,2002
147,2,1235,5,4,2002
148,2,1239,5,4,2002
149,2,1240,5,4,2002
150,2,1243,5,4,2002
151,2,1244,5,4,2002
